unnamed:_0,player,nation,position,age,matches_played,starts,minutes,90s_played,goals,assists,goals_+_assists,non_penalty_goals,penalty_goals_made,penalty_attempts,yellow_cards,red_cards,xg,npxg,xag,npxg_+_xag,progressive_carries,progressive_passes,progressive_receives,goals_per_90,assists_per_90,goals_+_assists_per_90,non_penalty_goals_per_90,non_penalty_goals_+_assists_per_90,xg_per_90,xag_per_90,xg_+_xag_per_90,npxg_per_90,npxg_+_xag_per_90,90s,xg_overperformance,age_band,player_encoded,nation_encoded,age_band_encoded
1857,Johann Lepenant,FRA,MT,21,29,23,2048,22.8,2,1,3,2,0,0,3,0,1.4,1.4,0.9,2.3,25,89,62,0.07,0.03,0.13,0.09,0.13,0.06,0.04,0.1,0.06,0.1,29,0.6000000000000001,Prospect,912,37,2
1858,Nicolas Pallois,FRA,DF,36,26,23,2017,22.4,0,2,2,0,0,0,9,0,0.4,0.4,0.4,0.8,6,52,5,0.0,0.08,0.09,0.0,0.09,0.02,0.02,0.04,0.02,0.04,26,-0.4,Veteran,1439,37,3
1859,Anthony Lopes,POR,GB,33,18,18,1563,17.4,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,0.0,Experienced,174,83,0
1860,Nathan Zeze,FRA,DF,19,18,17,1512,16.8,0,0,0,0,0,0,6,0,0.3,0.3,0.0,0.3,2,46,0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,18,-0.3,Prospect,1416,37,2
1861,Alban Lafont,FRA,GB,25,12,12,1080,12.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,0.0,Peak,53,37,1
1862,Mostafa Mohamed,EGY,AT,26,30,11,1252,13.9,5,0,5,5,0,0,3,0,5.5,5.5,0.4,5.9,11,20,50,0.17,0.0,0.36,0.36,0.36,0.4,0.03,0.43,0.4,0.43,30,-0.5,Peak,1386,31,1
1863,Marcus Coco,FRA,DF,28,20,10,951,10.6,0,1,1,0,0,0,3,2,0.1,0.1,1.2,1.3,12,34,40,0.0,0.05,0.09,0.0,0.09,0.01,0.12,0.12,0.01,0.12,20,-0.1,Peak,1218,37,1
1864,Saidou Sow,GUI,DF,22,9,9,799,8.9,1,0,1,1,0,0,1,0,0.6,0.6,0.4,1.1,2,15,0,0.11,0.0,0.11,0.11,0.11,0.07,0.05,0.12,0.07,0.12,9,0.4,Prospect,1673,46,2
1865,Louis Leroux,FRA,"MT,DF",18,16,8,816,9.1,2,1,3,2,0,0,1,0,1.5,1.5,1.3,2.8,11,31,14,0.12,0.06,0.33,0.22,0.33,0.16,0.15,0.31,0.16,0.31,16,0.5,Prospect,1119,37,2
1866,Jean-Kevin Duverne,HAI,DF,27,9,7,537,6.0,0,0,0,0,0,0,2,0,0.3,0.3,0.1,0.4,6,22,8,0.0,0.0,0.0,0.0,0.0,0.05,0.02,0.06,0.05,0.06,9,-0.3,Peak,870,47,1
1867,Tino Kadewere,ZIM,"MT,AT",28,12,6,512,5.7,1,2,3,1,0,0,1,0,1.7,1.7,1.0,2.7,5,19,27,0.08,0.17,0.53,0.18,0.53,0.3,0.17,0.47,0.3,0.47,12,-0.7,Peak,1823,105,1
1868,Patrik Carlgren,SWE,GB,32,5,4,417,4.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,Experienced,1528,95,0
1869,Fabien Centonze,FRA,DF,28,7,3,265,2.9,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,10,15,31,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.0,0.05,7,0.0,Peak,585,37,1
1870,Florent Mollet,FRA,"MT,AT",32,9,3,242,2.7,0,0,0,0,0,0,1,0,0.3,0.3,0.3,0.7,3,9,12,0.0,0.0,0.0,0.0,0.0,0.12,0.13,0.24,0.12,0.24,9,-0.3,Experienced,618,37,0
1871,Francis Coquelin,FRA,MT,33,6,3,224,2.5,1,1,2,1,0,0,1,0,1.0,1.0,1.1,2.1,3,8,2,0.17,0.17,0.8,0.4,0.8,0.42,0.44,0.86,0.42,0.86,6,0.0,Experienced,632,37,0
1872,Jean-Philippe Gbamin,CIV,MT,28,14,2,216,2.4,0,0,0,0,0,0,1,0,0.5,0.5,0.0,0.5,2,12,1,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.22,0.22,0.22,14,-0.5,Peak,871,17,1
1873,Meschak Elia,COD,AT,26,8,1,170,1.9,1,0,1,1,0,0,0,0,1.1,1.1,0.2,1.3,9,5,22,0.12,0.0,0.53,0.53,0.53,0.59,0.1,0.69,0.59,0.69,8,-0.10000000000000009,Peak,1330,19,1
1874,Dehmaine Assoumani,FRA,"MT,AT",19,12,0,98,1.1,0,0,0,0,0,0,0,0,0.1,0.1,0.9,1.0,4,1,15,0.0,0.0,0.0,0.0,0.0,0.08,0.83,0.91,0.08,0.91,12,-0.1,Prospect,469,37,2
1875,Sékou Doucoure,FRA,DF,19,2,0,12,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,Prospect,1772,37,2
1876,Jordan Lefort,FRA,DF,30,34,34,3060,34.0,0,1,1,0,0,0,3,0,0.6,0.6,1.1,1.6,6,89,13,0.0,0.03,0.03,0.0,0.03,0.02,0.03,0.05,0.02,0.05,34,-0.6,Experienced,935,37,0
1877,Yahia Fofana,CIV,GB,23,33,33,2970,33.0,0,0,0,0,0,0,4,0,0.0,0.0,0.1,0.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33,0.0,Prospect,1921,17,2
1878,Himad Abdelli,ALG,"MT,AT",24,32,32,2842,31.6,6,1,7,3,3,4,4,0,6.4,3.2,3.2,6.4,107,207,111,0.19,0.03,0.22,0.1,0.13,0.2,0.1,0.3,0.1,0.2,32,-0.40000000000000036,Peak,740,1,1
1879,Florent Hanin,ALG,DF,34,33,31,2672,29.7,1,2,3,1,0,0,2,0,0.9,0.9,1.9,2.8,48,99,108,0.03,0.06,0.1,0.03,0.1,0.03,0.06,0.1,0.03,0.1,33,0.09999999999999998,Veteran,617,1,3
1880,Jean-Eudes Aholou,CIV,MT,30,26,26,1959,21.8,2,0,2,2,0,0,7,0,1.8,1.8,1.0,2.8,15,68,16,0.08,0.0,0.09,0.09,0.09,0.08,0.05,0.13,0.08,0.13,26,0.19999999999999996,Experienced,869,17,0
1881,Carlens Arcus,HAI,DF,28,28,25,2047,22.7,0,1,1,0,0,0,3,0,0.0,0.0,1.4,1.4,39,70,79,0.0,0.04,0.04,0.0,0.04,0.0,0.06,0.06,0.0,0.06,28,0.0,Peak,324,47,1
1882,Jim Allevinah,GAB,AT,29,28,23,1750,19.4,1,3,4,1,0,0,3,0,4.2,4.2,2.5,6.7,57,48,99,0.04,0.11,0.21,0.05,0.21,0.22,0.13,0.35,0.22,0.35,28,-3.2,Experienced,895,38,0
1883,Farid El Melali,ALG,AT,27,32,22,1893,21.0,2,3,5,2,0,0,1,0,3.6,3.6,3.1,6.7,62,43,113,0.06,0.09,0.24,0.1,0.24,0.17,0.15,0.32,0.17,0.32,32,-1.6,Peak,595,1,1
1884,Haris Belkebla,ALG,MT,30,22,21,1792,19.9,0,1,1,0,0,0,1,0,0.1,0.1,0.9,1.0,8,69,15,0.0,0.05,0.05,0.0,0.05,0.0,0.05,0.05,0.0,0.05,22,-0.1,Experienced,719,1,0
1885,Esteban Lepaul,FRA,AT,24,28,18,1629,18.1,9,0,9,9,0,0,2,0,5.1,5.1,0.8,6.0,26,20,68,0.32,0.0,0.5,0.5,0.5,0.28,0.05,0.33,0.28,0.33,28,3.9000000000000004,Peak,574,37,1
1886,Yassin Belkhdim,FRA,MT,22,29,16,1523,16.9,1,1,2,1,0,0,4,0,0.8,0.8,0.6,1.4,17,37,31,0.03,0.03,0.12,0.06,0.12,0.05,0.04,0.08,0.05,0.08,29,0.19999999999999996,Prospect,1932,37,2
1887,Abdoulaye Bamba,CIV,DF,34,19,16,1510,16.8,0,0,0,0,0,0,2,0,0.1,0.1,0.3,0.4,1,16,3,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.02,0.01,0.02,19,-0.1,Veteran,10,17,3
1888,Emmanuel Biumla,FRA,DF,19,17,15,1336,14.8,1,0,1,1,0,0,2,0,0.7,0.7,0.0,0.8,3,16,0,0.06,0.0,0.07,0.07,0.07,0.05,0.0,0.05,0.05,0.05,17,0.30000000000000004,Prospect,555,37,2
1889,Ibrahima Niane,SEN,AT,25,24,8,943,10.5,3,1,4,2,1,1,0,0,5.7,4.9,1.0,6.0,19,9,50,0.12,0.04,0.38,0.19,0.29,0.55,0.1,0.64,0.47,0.57,24,-2.7,Peak,762,88,1
1890,Bamba Dieng,SEN,AT,24,18,5,532,5.9,3,0,3,2,1,1,1,0,3.1,2.3,0.0,2.4,6,7,35,0.17,0.0,0.51,0.34,0.34,0.53,0.01,0.53,0.39,0.4,18,-0.10000000000000009,Peak,248,88,1
1891,Zinédine Ould Khaled,FRA,MT,24,10,4,343,3.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,2,11,5,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,10,0.0,Peak,1963,37,1
1892,Pierrick Capelle,FRA,MT,37,16,3,483,5.4,0,0,0,0,0,0,4,0,0.2,0.2,1.2,1.4,10,22,17,0.0,0.0,0.0,0.0,0.0,0.04,0.22,0.26,0.04,0.26,16,-0.2,Veteran,1575,37,3
1893,Sidiki Cherif,FRA,AT,17,7,3,324,3.6,0,0,0,0,0,0,0,0,0.7,0.7,0.2,0.9,8,3,16,0.0,0.0,0.0,0.0,0.0,0.2,0.05,0.25,0.2,0.25,7,-0.7,Prospect,1731,37,2
1894,Marius Courcoul,FRA,"MT,DF",17,8,3,309,3.4,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,5,7,7,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.04,0.03,0.04,8,-0.1,Prospect,1230,37,2
1895,Cédric Hountondji,BEN,DF,30,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,Experienced,398,10,0
1896,Ousmane Camara,FRA,DF,21,3,3,252,2.8,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,0,3,0,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.04,0.03,0.04,3,-0.1,Prospect,1502,37,2
1897,Melvin Zinga,FRA,GB,22,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,Prospect,1326,37,2
1898,Enzo Caumont,FRA,MT,20,2,0,34,0.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,Prospect,562,37,2
1899,Prosper Peter,NGA,"MT,AT",16,2,0,27,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,Prospect,1581,75,2
1900,Lois Diony,FRA,AT,31,1,0,21,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,Experienced,1113,37,0
1901,Lanroy Machine,FRA,AT,18,2,0,8,0.1,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.62,0.0,0.62,0.62,0.62,2,-0.1,Prospect,1075,37,2
1902,Gautier Lloris,FRA,DF,29,31,31,2768,30.8,2,1,3,2,0,0,5,0,1.2,1.2,0.9,2.0,13,99,7,0.06,0.03,0.1,0.07,0.1,0.04,0.03,0.07,0.04,0.07,31,0.8,Experienced,662,37,0
1903,Abdoulaye Touré,GUI,MT,30,28,26,2324,25.8,10,1,11,2,8,9,5,0,9.4,2.2,0.4,2.6,17,109,28,0.36,0.04,0.43,0.08,0.12,0.37,0.02,0.38,0.08,0.1,28,0.5999999999999996,Experienced,13,46,0
1904,Etienne Youte Kinkoue,FRA,DF,22,28,26,2320,25.8,0,0,0,0,0,0,4,1,1.3,1.3,0.2,1.5,12,63,4,0.0,0.0,0.0,0.0,0.0,0.05,0.01,0.06,0.05,0.06,28,-1.3,Prospect,578,37,2
1905,Yassine Kechta,MAR,"MT,AT",22,31,25,2096,23.3,2,0,2,2,0,0,4,0,2.5,2.5,1.2,3.7,44,97,85,0.06,0.0,0.09,0.09,0.09,0.11,0.05,0.16,0.11,0.16,31,-0.5,Prospect,1933,65,2
1906,Arthur Desmas,FRA,GB,30,18,18,1620,18.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,0.0,Experienced,219,37,0
1907,Mathieu Gorgelin,FRA,GB,33,16,16,1440,16.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,0.0,Experienced,1273,37,0
1908,Arouna Sangante,SEN,DF,22,16,16,1244,13.8,3,0,3,3,0,0,4,1,1.0,1.0,0.1,1.1,11,48,3,0.19,0.0,0.22,0.22,0.22,0.07,0.01,0.08,0.07,0.08,16,2.0,Prospect,213,88,2
1909,André Ayew,GHA,AT,34,27,15,1453,16.1,4,1,5,4,0,0,2,0,4.3,4.3,0.2,4.6,5,18,43,0.15,0.04,0.31,0.25,0.31,0.27,0.02,0.28,0.27,0.28,27,-0.2999999999999998,Veteran,151,42,3
1910,Timothee Pembele,FRA,DF,21,20,12,1113,12.4,1,0,1,1,0,0,3,0,1.3,1.3,0.1,1.4,27,43,44,0.05,0.0,0.08,0.08,0.08,0.1,0.01,0.11,0.1,0.11,20,-0.30000000000000004,Prospect,1820,37,2
1911,Oussama Targhalline,MAR,MT,22,14,12,990,11.0,0,0,0,0,0,0,0,0,0.1,0.1,0.7,0.9,25,66,34,0.0,0.0,0.0,0.0,0.0,0.01,0.06,0.08,0.01,0.08,14,-0.1,Prospect,1505,65,2
1912,Rassoul Ndiaye,SEN,MT,22,27,11,1061,11.8,1,0,1,1,0,0,2,0,1.7,1.7,0.6,2.4,6,46,30,0.04,0.0,0.08,0.08,0.08,0.15,0.05,0.2,0.15,0.2,27,-0.7,Prospect,1604,88,2
1913,Junior Mwanga,FRA,MT,21,11,11,952,10.6,1,2,3,1,0,0,1,1,1.3,1.3,1.0,2.3,15,42,15,0.09,0.18,0.28,0.09,0.28,0.12,0.1,0.22,0.12,0.22,11,-0.30000000000000004,Prospect,989,37,2
1914,Koka,EGY,AT,31,16,10,851,9.5,3,1,4,2,1,1,2,0,4.9,4.2,0.6,4.8,0,12,20,0.19,0.06,0.42,0.21,0.32,0.52,0.07,0.59,0.44,0.51,16,-1.9000000000000004,Experienced,1057,31,0
1915,Antoine Joujou,FRA,"MT,AT",21,26,9,943,10.5,0,2,2,0,0,0,1,0,0.6,0.6,3.0,3.7,44,18,85,0.0,0.08,0.19,0.0,0.19,0.06,0.29,0.35,0.06,0.35,26,-0.6,Prospect,178,37,2
1916,Yoann Salmier,GUF,DF,31,13,9,797,8.9,0,0,0,0,0,0,3,0,0.8,0.8,0.2,1.1,7,24,1,0.0,0.0,0.0,0.0,0.0,0.1,0.02,0.12,0.1,0.12,13,-0.8,Experienced,1945,45,0
1917,Mahamadou Diawara,FRA,MT,19,15,6,582,6.5,0,1,1,0,0,0,0,0,0.4,0.4,0.4,0.8,9,16,6,0.0,0.07,0.15,0.0,0.15,0.06,0.06,0.12,0.06,0.12,15,-0.4,Prospect,1178,37,2
1918,Daler Kuzyaev,RUS,MT,31,12,6,567,6.3,1,0,1,1,0,0,1,0,0.2,0.2,0.6,0.8,4,32,9,0.08,0.0,0.16,0.16,0.16,0.03,0.09,0.12,0.03,0.12,12,0.8,Experienced,402,86,0
1919,Steve Ngoura,FRA,AT,19,8,2,289,3.2,0,0,0,0,0,0,0,0,1.3,1.3,0.4,1.7,3,8,19,0.0,0.0,0.0,0.0,0.0,0.4,0.14,0.54,0.4,0.54,8,-1.3,Prospect,1762,37,2
1920,Samuel Grandsir,FRA,"MT,AT",27,6,0,84,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.6,0.6,5,6,5,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.67,0.0,0.67,6,0.0,Peak,1681,37,1
1921,Elysée Logbo,FRA,AT,20,1,0,27,0.3,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,0,0,2,0.0,0.0,0.0,0.0,0.0,0.61,0.0,0.61,0.61,0.61,1,-0.2,Prospect,543,37,2
1922,Mathéo Bodmer,FRA,MT,20,1,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,Prospect,1276,37,2
1923,Kandet Diawara,GUI,AT,24,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,Peak,1007,46,1
1924,Alois Confais,FRA,MT,27,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,Peak,111,37,1
1925,Yehvann Diouf,SEN,GB,24,34,34,3060,34.0,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34,-0.1,Peak,1936,88,1
1926,Valentin Atangana Edoa,FRA,MT,18,34,33,2854,31.7,1,0,1,1,0,0,7,0,2.5,2.5,1.1,3.6,41,93,38,0.03,0.0,0.03,0.03,0.03,0.08,0.03,0.11,0.08,0.11,34,-1.5,Prospect,1861,37,2
1927,Sergio Akieme,ESP,DF,26,30,29,2523,28.0,2,3,5,2,0,0,5,0,1.5,1.5,2.5,4.0,55,86,97,0.07,0.1,0.18,0.07,0.18,0.05,0.09,0.14,0.05,0.14,30,0.5,Peak,1720,34,1
1928,Cédric Kipré,CIV,DF,27,28,26,2190,24.3,0,1,1,0,0,0,4,2,0.6,0.6,1.3,2.0,16,77,3,0.0,0.04,0.04,0.0,0.04,0.03,0.06,0.08,0.03,0.08,28,-0.6,Peak,399,17,1
1929,Aurélio Buta,POR,DF,27,27,24,1970,21.9,0,1,1,0,0,0,5,0,0.3,0.3,0.8,1.1,28,83,64,0.0,0.04,0.05,0.0,0.05,0.01,0.04,0.05,0.01,0.05,27,-0.3,Peak,234,83,1
1930,Joseph Okumu,KEN,DF,27,22,20,1695,18.8,1,0,1,1,0,0,5,1,1.0,1.0,0.1,1.2,18,116,1,0.05,0.0,0.05,0.05,0.05,0.05,0.01,0.06,0.05,0.06,22,0.0,Peak,949,57,1
1931,Oumar Diakité,CIV,AT,20,26,20,1628,18.1,4,1,5,4,0,1,6,0,5.5,4.7,1.1,5.8,24,44,93,0.15,0.04,0.28,0.22,0.28,0.3,0.06,0.36,0.26,0.32,26,-1.5,Prospect,1500,17,2
1932,Marshall Munetsi,ZIM,MT,28,19,19,1692,18.8,4,2,6,4,0,0,5,0,4.0,4.0,2.0,5.9,8,26,48,0.21,0.11,0.32,0.21,0.32,0.21,0.11,0.32,0.21,0.32,19,0.0,Peak,1239,105,1
1933,Amadou Koné,MLI,MT,19,24,17,1293,14.4,0,0,0,0,0,0,3,1,0.5,0.5,0.3,0.9,19,68,12,0.0,0.0,0.0,0.0,0.0,0.04,0.02,0.06,0.04,0.06,24,-0.5,Prospect,116,69,2
1934,Emmanuel Agbadou,CIV,DF,27,14,14,1260,14.0,0,0,0,0,0,0,3,0,0.5,0.5,0.3,0.8,10,77,0,0.0,0.0,0.0,0.0,0.0,0.04,0.02,0.06,0.04,0.06,14,-0.5,Peak,554,17,1
1935,Hiroki Sekine,JPN,DF,21,15,9,887,9.9,0,0,0,0,0,0,1,0,0.1,0.1,0.2,0.4,22,39,40,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.04,0.01,0.04,15,-0.1,Prospect,741,56,2
1936,Teddy Teuma,MLT,MT,30,17,9,750,8.3,1,0,1,0,1,1,1,0,1.4,0.6,1.1,1.7,9,47,34,0.06,0.0,0.12,0.0,0.0,0.17,0.13,0.3,0.07,0.21,17,-0.3999999999999999,Experienced,1787,70,0
1937,Yaya Kader Fofana,MLI,"MT,AT",20,12,8,634,7.0,1,1,2,1,0,0,4,0,0.6,0.6,1.7,2.3,19,22,29,0.08,0.08,0.28,0.14,0.28,0.09,0.24,0.32,0.09,0.32,12,0.4,Prospect,1934,69,2
1938,Jordan Pefok,USA,AT,28,7,6,380,4.2,1,0,1,1,0,0,0,0,0.9,0.9,0.7,1.6,3,4,7,0.14,0.0,0.24,0.24,0.24,0.21,0.17,0.38,0.21,0.38,7,0.09999999999999998,Peak,937,101,1
1939,John Joe,IRL,MT,20,13,5,545,6.1,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,6,14,9,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,13,-0.2,Prospect,914,50,2
1940,Hafiz Ibrahim,NGA,AT,18,11,2,391,4.3,0,1,1,0,0,0,2,1,0.5,0.5,0.6,1.1,6,2,16,0.0,0.09,0.23,0.0,0.23,0.12,0.14,0.25,0.12,0.25,11,-0.5,Prospect,710,75,2
1941,Amine Salama,FRA,AT,24,17,2,373,4.1,0,0,0,0,0,0,0,0,0.7,0.7,0.3,1.0,12,9,28,0.0,0.0,0.0,0.0,0.0,0.17,0.08,0.25,0.17,0.25,17,-0.7,Peak,124,37,1
1942,Thibault De Smet,BEL,DF,26,5,2,192,2.1,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,9,2,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.07,0.07,0.07,5,-0.1,Peak,1793,9,1
1943,Ange Martial Tia,MLI,"MT,DF",17,6,2,171,1.9,0,0,0,0,0,0,0,0,1.3,1.3,0.0,1.3,2,8,9,0.0,0.0,0.0,0.0,0.0,0.68,0.01,0.7,0.68,0.7,6,-1.3,Prospect,161,69,2
1944,Malcolm Jeng,SWE,DF,19,3,2,107,1.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,Prospect,1183,95,2
1945,Abdoul Koné,FRA,DF,19,4,1,133,1.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0.0,Prospect,9,37,2
1946,Gabriel Moscardo,BRA,"MT,DF",18,6,0,84,0.9,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.2,1,3,3,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.22,0.22,0.22,6,-0.2,Prospect,652,13,2
1947,Reda Khadra,GER,"MT,AT",23,4,0,78,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4,4,7,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03,4,0.0,Prospect,1613,41,2
1948,Martin Adeline,FRA,MT,20,1,0,26,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,Prospect,1241,37,2
1949,Mohamed Daramy,DEN,AT,22,2,0,16,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,3,0,2,0.0,0.0,0.0,0.0,0.0,0.2,0.32,0.51,0.2,0.51,2,0.0,Prospect,1368,28,2
1950,Mohamed Bamba,CIV,MT,19,2,0,10,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,Prospect,1367,17,2
1951,Ike Orazi,IRL,MT,17,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,Prospect,770,50,2
1952,Gautier Larsonneur,FRA,GB,27,34,34,3060,34.0,0,0,0,0,0,0,5,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34,0.0,Peak,661,37,1
1953,Léo Pétrot,FRA,DF,27,31,29,2634,29.3,0,3,3,0,0,0,4,0,0.6,0.6,1.6,2.2,28,93,100,0.0,0.1,0.1,0.0,0.1,0.02,0.06,0.08,0.02,0.08,31,-0.6,Peak,1168,37,1
1954,Pierre Ekwah Elimby,FRA,MT,22,29,29,2575,28.6,1,0,1,1,0,0,3,0,0.7,0.7,1.0,1.7,20,146,21,0.03,0.0,0.03,0.03,0.03,0.03,0.04,0.06,0.03,0.06,29,0.30000000000000004,Prospect,1572,37,2
1955,Mickael Nade,FRA,DF,25,26,25,2306,25.6,1,2,3,1,0,0,1,0,0.7,0.7,0.6,1.3,17,72,2,0.04,0.08,0.12,0.04,0.12,0.03,0.02,0.05,0.03,0.05,26,0.30000000000000004,Peak,1342,37,1
1956,Lucas Stassin,BEL,AT,19,28,23,1887,21.0,12,4,16,12,0,0,4,0,7.0,7.0,3.4,10.4,26,35,149,0.43,0.14,0.76,0.57,0.76,0.35,0.17,0.53,0.35,0.52,28,5.0,Prospect,1143,9,2
1957,Dennis Appiah,FRA,DF,32,29,22,2128,23.6,0,1,1,0,0,0,2,0,0.2,0.2,2.1,2.3,51,108,110,0.0,0.03,0.04,0.0,0.04,0.01,0.09,0.1,0.01,0.1,29,-0.2,Experienced,476,37,0
1958,Dylan Batubinsika,COD,DF,28,25,22,2016,22.4,1,0,1,1,0,0,3,1,0.8,0.8,0.2,1.0,11,51,1,0.04,0.0,0.04,0.04,0.04,0.04,0.01,0.04,0.04,0.04,25,0.19999999999999996,Peak,521,19,1
1959,Benjamin Bouchouari,MAR,MT,22,25,20,1772,19.7,1,0,1,1,0,0,6,0,0.6,0.6,0.9,1.5,48,133,54,0.04,0.0,0.05,0.05,0.05,0.03,0.05,0.08,0.03,0.08,25,0.4,Prospect,267,65,2
1960,Florian Tardieu,FRA,MT,32,24,13,1252,13.9,2,4,6,2,0,0,0,0,0.6,0.6,1.3,1.9,11,139,44,0.08,0.17,0.43,0.14,0.43,0.05,0.1,0.15,0.05,0.15,24,1.4,Experienced,624,37,0
1961,Irvin Cardona,FRA,AT,26,15,13,1063,11.8,5,3,8,5,0,1,2,0,4.5,3.7,1.4,5.0,30,32,135,0.33,0.2,0.68,0.42,0.68,0.41,0.13,0.54,0.34,0.47,15,0.5,Peak,779,37,1
1962,Aimen Moueffek,FRA,MT,23,22,13,1039,11.5,0,1,1,0,0,0,2,0,1.1,1.1,1.1,2.2,20,43,31,0.0,0.05,0.09,0.0,0.09,0.09,0.1,0.19,0.09,0.19,22,-1.1,Prospect,45,37,2
